Date,High,Low,Open,Close,Volume,Adj Close
2020-01-02,10.90999984741211,10.619999885559082,10.880000114440918,10.630000114440918,10029700,10.630000114440918
2020-01-03,10.630000114440918,10.3100004196167,10.460000038146973,10.489999771118164,9447300,10.489999771118164
2020-01-06,10.520000457763672,10.40999984741211,10.479999542236328,10.420000076293945,8621700,10.420000076293945
2020-01-07,10.489999771118164,10.329999923706055,10.359999656677246,10.329999923706055,9093800,10.329999923706055
2020-01-08,10.539999961853027,10.34000015258789,10.380000114440918,10.369999885559082,4951500,10.369999885559082
2020-01-09,10.4399995803833,10.369999885559082,10.430000305175781,10.399999618530273,3993000,10.399999618530273
2020-01-10,10.5600004196167,10.34000015258789,10.380000114440918,10.449999809265137,3526900,10.449999809265137
2020-01-13,10.710000038146973,10.470000267028809,10.470000267028809,10.6899995803833,4205600,10.6899995803833
2020-01-14,10.670000076293945,10.5600004196167,10.640000343322754,10.619999885559082,5521600,10.619999885559082
2020-01-15,10.84000015258789,10.640000343322754,10.819999694824219,10.670000076293945,3977200,10.670000076293945
2020-01-16,10.829999923706055,10.670000076293945,10.710000038146973,10.819999694824219,3490300,10.819999694824219
2020-01-17,10.90999984741211,10.789999961853027,10.819999694824219,10.899999618530273,6029000,10.899999618530273
2020-01-21,10.770000457763672,10.569999694824219,10.75,10.699999809265137,6903300,10.699999809265137
2020-01-22,10.760000228881836,10.699999809265137,10.699999809265137,10.729999542236328,4057800,10.729999542236328
2020-01-23,10.760000228881836,10.59000015258789,10.619999885559082,10.729999542236328,4760500,10.729999542236328
2020-01-24,10.6899995803833,10.449999809265137,10.6899995803833,10.489999771118164,3739500,10.489999771118164
2020-01-27,10.930000305175781,10.350000381469727,10.350000381469727,10.770000457763672,15210000,10.770000457763672
2020-01-28,11.029999732971191,10.789999961853027,10.819999694824219,10.890000343322754,8222000,10.890000343322754
2020-01-29,10.970000267028809,10.800000190734863,10.890000343322754,10.850000381469727,6260500,10.850000381469727
2020-01-30,10.84000015258789,10.649999618530273,10.739999771118164,10.829999923706055,5651900,10.829999923706055
2020-01-31,10.680000305175781,10.430000305175781,10.649999618530273,10.59000015258789,49978600,10.59000015258789
2020-02-03,10.770000457763672,10.40999984741211,10.59000015258789,10.680000305175781,12881300,10.680000305175781
2020-02-04,10.9399995803833,10.760000228881836,10.800000190734863,10.869999885559082,8144300,10.869999885559082
2020-02-05,11.100000381469727,10.890000343322754,10.9399995803833,11.020000457763672,11780400,11.020000457763672
2020-02-06,11.050000190734863,10.949999809265137,11.050000190734863,11.010000228881836,8581400,11.010000228881836
2020-02-07,10.949999809265137,10.800000190734863,10.90999984741211,10.819999694824219,5041000,10.819999694824219
