Date,High,Low,Open,Close,Volume,Adj Close
2020-01-02,89.80999755859375,88.08000183105469,89.05000305175781,88.69000244140625,8413900,88.69000244140625
2020-01-03,87.63999938964844,86.44000244140625,87.26000213623047,87.0199966430664,8340300,87.0199966430664
2020-01-06,86.55000305175781,85.54000091552734,85.91000366210938,86.51000213623047,8381400,86.51000213623047
2020-01-07,89.48999786376953,86.91000366210938,87.04000091552734,88.97000122070312,8377400,88.97000122070312
2020-01-08,89.47000122070312,87.91999816894531,88.9000015258789,88.70999908447266,7619900,88.70999908447266
2020-01-09,90.72000122070312,88.83000183105469,89.66000366210938,89.91000366210938,9155500,89.91000366210938
2020-01-10,92.38999938964844,89.87000274658203,90.51000213623047,90.26000213623047,9668300,90.26000213623047
2020-01-13,92.7300033569336,90.55000305175781,91.05000305175781,90.97000122070312,10367800,90.97000122070312
2020-01-14,91.61000061035156,90.29000091552734,91.12999725341797,90.55999755859375,7800100,90.55999755859375
2020-01-15,91.18000030517578,89.25,90.75,89.66999816894531,7259100,89.66999816894531
2020-01-16,92.2300033569336,89.81999969482422,90.22000122070312,91.79000091552734,9295500,91.79000091552734
2020-01-17,96.16999816894531,92.94999694824219,93.0,95.91000366210938,23694400,95.91000366210938
2020-01-21,95.72000122070312,93.41999816894531,95.33000183105469,94.54000091552734,10868500,94.54000091552734
2020-01-22,95.38999938964844,92.70999908447266,95.26000213623047,92.97000122070312,8342300,92.97000122070312
2020-01-23,92.94999694824219,91.45999908447266,92.8499984741211,92.0,11282000,92.0
2020-01-24,93.25,88.83000183105469,92.68000030517578,89.6500015258789,9471700,89.6500015258789
2020-01-27,88.22000122070312,86.44999694824219,87.30000305175781,87.05000305175781,9240200,87.05000305175781
2020-01-28,89.54000091552734,87.38999938964844,88.1500015258789,89.1500015258789,9187000,89.1500015258789
2020-01-29,89.0199966430664,87.3499984741211,88.66000366210938,88.2300033569336,8158500,88.2300033569336
2020-01-30,87.86000061035156,86.19000244140625,87.30999755859375,87.77999877929688,8379400,87.77999877929688
2020-01-31,87.16999816894531,85.04000091552734,87.05000305175781,85.30999755859375,9503600,85.30999755859375
2020-02-03,86.58000183105469,85.16000366210938,85.55000305175781,86.4800033569336,7794600,86.4800033569336
2020-02-04,88.94999694824219,87.37000274658203,88.25,88.93000030517578,9236400,88.93000030517578
2020-02-05,91.13999938964844,89.2699966430664,90.98999786376953,90.91000366210938,14220900,90.91000366210938
2020-02-06,90.77999877929688,86.19000244140625,88.05999755859375,90.61000061035156,21059000,90.61000061035156
2020-02-07,90.02999877929688,87.37999725341797,89.62000274658203,87.41999816894531,10720100,87.41999816894531
