Date,High,Low,Open,Close,Volume,Adj Close
2020-01-02,112.05000305175781,111.12000274658203,111.58999633789062,112.05000305175781,2014000.0,111.59883117675781
2020-01-03,112.08999633789062,110.83000183105469,110.97000122070312,111.87999725341797,1486500.0,111.42951202392578
2020-01-06,111.94999694824219,111.05999755859375,111.33000183105469,111.91000366210938,1344400.0,111.45939636230469
2020-01-07,112.26000213623047,111.20999908447266,111.73999786376953,111.56999969482422,1014000.0,111.12075805664062
2020-01-08,112.3499984741211,111.20999908447266,111.63999938964844,111.23999786376953,1327300.0,110.79208374023438
2020-01-09,112.38999938964844,111.66999816894531,111.76000213623047,112.02999877929688,1276400.0,111.57890319824219
2020-01-10,112.43000030517578,111.47000122070312,112.25,111.69999694824219,1394100.0,111.25023651123047
2020-01-13,112.37999725341797,111.70999908447266,111.7699966430664,112.0,1529800.0,111.54902648925781
2020-01-14,112.16999816894531,111.16000366210938,111.77999877929688,111.51000213623047,1510000.0,111.06100463867188
2020-01-15,112.55999755859375,111.36000061035156,111.4800033569336,112.20999908447266,1392100.0,111.7581787109375
2020-01-16,112.93000030517578,112.16999816894531,112.72000122070312,112.81999969482422,1328000.0,112.36572265625
2020-01-17,114.1500015258789,113.06999969482422,113.08000183105469,114.1500015258789,2238900.0,113.69037628173828
2020-01-21,114.55999755859375,113.58999633789062,113.77999877929688,113.95999908447266,1335100.0,113.50113677978516
2020-01-22,114.47000122070312,113.56999969482422,114.18000030517578,113.61000061035156,1193000.0,113.15254974365234
2020-01-23,114.29000091552734,112.56999969482422,113.05999755859375,114.2300033569336,1364900.0,113.77005004882812
2020-01-24,114.73999786376953,113.1500015258789,114.4800033569336,113.87000274658203,915000.0,113.4114990234375
2020-01-27,113.81999969482422,112.2699966430664,112.58000183105469,113.0,1047000.0,112.54499816894531
2020-01-28,115.66999816894531,113.16999816894531,113.16999816894531,115.13999938964844,1937200.0,115.13999938964844
2020-01-29,116.83999633789062,115.0999984741211,115.41000366210938,115.94000244140625,2176100.0,115.94000244140625
2020-01-30,115.4800033569336,111.5199966430664,113.66000366210938,114.5999984741211,2240500.0,114.5999984741211
2020-01-31,114.98999786376953,111.16000366210938,114.2300033569336,111.86000061035156,2621500.0,111.86000061035156
2020-02-03,113.87999725341797,112.30000305175781,112.5199966430664,113.44999694824219,1627900.0,113.44999694824219
2020-02-04,115.88999938964844,114.37999725341797,114.58000183105469,114.7300033569336,1462600.0,114.7300033569336
2020-02-05,116.69999694824219,114.51000213623047,115.69999694824219,116.69000244140625,2033800.0,116.69000244140625
2020-02-06,116.98999786376953,115.69000244140625,116.93000030517578,116.44999694824219,2415000.0,116.44999694824219
2020-02-07,117.26000213623047,115.83999633789062,116.36000061035156,116.68000030517578,1307300.0,116.68000030517578
